Painting Name,Origin,Image Address,Artistic Location,Creation Date,Hue,Saturation,Brightness,Yellowness,Color Diversity
"Bowl with Sunflowers, Roses and Other Flowers","Paris: August-September, 1886",http://www.vggallery.com/painting/f_0250.jpg,Paris,1886,46.438653454213224,105.68787124885796,98.46980111040833,146.2965661676857,1
"Bridge at Trinquetaille, The","Arles: June, 1888",http://www.vggallery.com/painting/f_0426.jpg,Arles,1888,33.9117324157896,113.3823323765364,152.6317650450185,152.86659122690807,2
Bridges across the Seine at Asnieres,"Paris: Summer, 1887",http://www.vggallery.com/painting/f_0301.jpg,Paris,1887,53.4083477376408,61.26198382883142,153.8669556609685,143.00121995150465,2
"Brothel, The","Arles: October, 1888",http://www.vggallery.com/painting/f_0478.jpg,Arles,1888,56.91205651491366,128.91606227106226,103.16529827315541,149.93444793301936,2
Bulb Fields,"The Hague: April, 1883",http://www.vggallery.com/painting/f_0186.jpg,The Hague,1883,32.54209809184291,92.4657864907881,152.4189400301875,151.01255660161274,1
"Cafe Terrace on the Place du Forum, Arles, at Night, The","Arles: September, 1888",http://www.vggallery.com/painting/f_0467.jpg,Arles,1888,84.70496616541354,177.44898997493735,143.19583458646616,141.62701629072683,7
Canal with Women Washing,"Arles: June, 1888",http://www.vggallery.com/painting/f_0427.jpg,Arles,1888,65.64039137645108,104.85105804311775,123.59487562189055,147.43064676616916,7
Cart with Black Ox,"Nuenen: July, 1884",http://www.vggallery.com/painting/f_0039.jpg,Nuenen,1884,78.38615093193938,14.728935661861767,119.14557592797931,127.76167894292202,1
Cart with Red and White Ox,"Nuenen: July, 1884",http://www.vggallery.com/painting/f_0038.jpg,Nuenen,1884,31.349204114577468,85.56320156173743,64.4391510555493,138.68187733853912,1
Chestnut Tree in Blossom,"Auvers-sur-Oise: May, 1890",http://www.vggallery.com/painting/f_0752.jpg,Auvers-sur-Oise,1890,88.60424528301887,97.95806289308176,134.25956918238992,140.5099496855346,1
Chestnut Tree in Blossom,"Paris: May, 1887",http://www.vggallery.com/painting/f_0270a.jpg,Paris,1887,50.466714200831845,124.25694989106753,99.80920578332343,148.63180431768666,2
Chestnut Trees in Blossom,"Auvers-sur-Oise: May, 1890",http://www.vggallery.com/painting/f_0751.jpg,Auvers-sur-Oise,1890,51.70856486042693,96.58778653530378,89.47971428571428,144.0876157635468,1
Child with Orange,"Auvers-sur-Oise: June, 1890",http://www.vggallery.com/painting/f_0785.jpg,Auvers-sur-Oise,1890,70.461130647376,103.12537258448039,169.40591111557654,148.65364546702835,14
Chrysanthemums and Wild Flowers in a Vase,"Paris: Autumn, 1887",http://www.vggallery.com/painting/f_0588.jpg,Paris,1887,73.24675569475257,169.39311192309364,84.28043484565082,142.79128061246684,1
"Church at Auvers, The","Auvers-sur-Oise: June, 1890",http://www.vggallery.com/painting/f_0789.jpg,Auvers-sur-Oise,1890,102.38046533722502,90.81109081470744,130.35653489784326,124.42981743031206,2
Cineraria in a Flowerpot,"Paris: July-August, 1886",http://www.vggallery.com/painting/f_0282.jpg,Paris,1886,47.516878863928504,117.10415927036787,87.37909652935055,147.59147946379383,2
Clumps of Grass,"Arles: April, 1889",http://www.vggallery.com/painting/f_0582.jpg,Arles,1889,52.38548818788001,78.89616164116528,152.51437721428903,150.85103887866083,1
Cluster of Old Houses with the New Church in The Hague,"The Hague: August, 1882",http://www.vggallery.com/painting/f_0204.jpg,The Hague,1882,81.28895434792348,63.986227468900736,103.58627525648492,134.65882278273077,2
Coal Barges,"Arles: August, 1888",http://www.vggallery.com/painting/f_0437.jpg,Arles,1888,48.33576748993193,146.90938023450587,167.2910331800848,171.33113439538116,1
Coal Barges,"Arles: August, 1888",http://www.vggallery.com/painting/f_0438.jpg,Arles,1888,37.491645031654926,108.45621141918848,134.129906659681,156.91232917609386,1
Coleus Plant in a Flowerpot,"Paris: Summer, 1886",http://www.vggallery.com/painting/f_0281.jpg,Paris,1886,50.40861810945928,123.29849279700039,63.85575499934219,139.26750592027363,1
Congregation Leaving the Reformed Church in Nuenen,"Nuenen: January-February, 1884 and Autumn, 1885",http://www.vggallery.com/painting/f_0025.jpg,Nuenen,1885,42.612868741966835,99.07054453117652,116.58575503934293,146.91563685381988,1
"Corner in the Garden of Saint-Paul Hospital, A","Saint-Remy: May, 1889",http://www.vggallery.com/painting/f_0609.jpg,Saint-Remy,1889,48.544399398417575,26.87709596360613,132.8556879431299,132.94153020522927,1
Corner of Voyer d'Argenson Park at Asnieres,"Paris: Summer, 1887",http://www.vggallery.com/painting/f_0315.jpg,Paris,1887,35.557785806681835,126.96739372853384,142.8465364200009,159.27117942051703,1
Cottage,"Nuenen: June, 1885",http://www.vggallery.com/painting/f_0091.jpg,Nuenen,1885,33.2103928488409,110.47564110014581,115.68501167557744,148.0614869719575,1
Cottage,"Nuenen: June-July, 1885",http://www.vggallery.com/painting/jh_add23.jpg,Nuenen,1885,25.23485442588533,80.61307233937448,179.95014356726048,144.90368334928525,1
Cottage and Woman with Goat,"Nuenen: June-July, 1885",http://www.vggallery.com/painting/f_0090.jpg,Nuenen,1885,78.08227295409182,62.98338479291417,99.36833208582834,131.70060348053892,2
"Cottage, The","Nuenen: mid May, 1885",http://www.vggallery.com/painting/f_0083.jpg,Nuenen,1885,23.898971449656383,127.44280014759467,43.41788662884553,136.8104861399382,1
Cottage with Decrepit Barn and Stooping Woman,"Nuenen: July, 1885",http://www.vggallery.com/painting/f_1669.jpg,Nuenen,1885,66.74888482632541,103.97361608775137,126.20378793418647,138.82779341864716,1
Cottage with Peasant Coming Home,"Nuenen: July, 1885",http://www.vggallery.com/painting/f_0170.jpg,Nuenen,1885,40.36416742960242,61.72020624164442,138.93667186356794,139.17962252875853,1
Cottage with Peasant Woman Digging,"Nuenen: June, 1885",http://www.vggallery.com/painting/f_0089.jpg,Nuenen,1885,25.533994522981274,116.69417141588336,122.25774183998223,147.78320997705572,5
Cottage with Trees,"Nuenen: June, 1885",http://www.vggallery.com/painting/f_0092.jpg,Nuenen,1885,20.532200999258922,119.11287980206068,132.41239750424327,146.73799634242548,1
Cottage with Trees,"Nuenen: June, 1885",http://www.vggallery.com/painting/f_0092a.jpg,Nuenen,1885,19.751341230105425,119.81112874994912,129.20653722473236,146.33093173769691,1
Cottage with Trees,"Nuenen: June, 1885",http://www.vggallery.com/painting/f_0093.jpg,Nuenen,1885,18.31446916719644,87.10575651621106,105.6399777495232,141.65891926255563,1
Cottage with Trees and Peasant Woman,"Nuenen: June, 1885",http://www.vggallery.com/painting/f_0187.jpg,Nuenen,1885,30.412558552558554,156.5802109002109,72.99795093795093,147.37365745365744,1
Cottages,"Nieuw-Amsterdam: mid September-mid November, 1883",http://www.vggallery.com/painting/f_0017.jpg,Nieuw-Amsterdam,1883,58.80994029190624,52.56782028600914,162.39504275394367,141.77577399380806,1
Cottages and Cypresses: Reminiscence of the North,"Saint-Remy: March-April, 1890",http://www.vggallery.com/painting/f_0675.jpg,Saint-Remy,1890,59.49540901502504,80.70303096196743,170.74900744939043,150.55289979096813,1
Cottages: Reminiscence of the North,"Saint-Remy: March-April, 1890",http://www.vggallery.com/painting/f_0673.jpg,Saint-Remy,1890,41.72674948240166,128.6156567747872,163.74671267540833,163.59142857142857,1
Country Lane with Two Figures,"Nuenen: October, 1885",http://www.vggallery.com/painting/f_0191a.jpg,Nuenen,1885,82.2576428743894,24.35539365910737,120.07215226314518,131.10492932895005,1
Couples in the Voyer d'Argenson Park at Asnieres,"Paris: June-July, 1887",http://www.vggallery.com/painting/f_0314.jpg,Paris,1887,65.35922003284072,84.14502463054187,173.38865763546798,146.33268062397372,9
"Courtyard of the Hospital at Arles, The","Arles: April, 1889",http://www.vggallery.com/painting/f_0519.jpg,Arles,1889,63.92754964539007,110.29525531914894,121.5565780141844,149.2741453900709,3
Cows (after Jordaens),"Auvers-sur-Oise: July, 1890",http://www.vggallery.com/painting/f_0822.jpg,Auvers-sur-Oise,1890,24.22810761283011,163.42096316255854,145.88120512866882,163.01168839780337,2
Cows in the Meadow,"The Hague: August, 1883",http://www.vggallery.com/painting/f_0015.jpg,The Hague,1883,33.00248185776488,85.75969811320755,120.73841509433963,145.19169811320754,1
Crab on Its Back,"Paris: August-September, 1887",http://www.vggallery.com/painting/f_0605.jpg,Paris,1887,67.05648496240602,85.54902322771214,142.6549040010741,145.94968447905478,1
Cypresses,"Saint-Remy: June, 1889",http://www.vggallery.com/painting/f_0613.jpg,Saint-Remy,1889,77.9031336916392,81.8090091160139,140.68285229286062,139.145457829775,3
Cypresses and Two Women,"Saint-Remy: February, 1890",http://www.vggallery.com/painting/f_0621.jpg,Saint-Remy,1890,52.92588623725672,93.05390552594996,116.87791792168674,144.22096197289156,1
Cypresses with Two Female Figures,"Saint-Remy: June, 1889",http://www.vggallery.com/painting/f_0620.jpg,Saint-Remy,1889,55.12199260556528,153.20493870402802,102.62841798015178,147.79106051761042,3
"Dance Hall in Arles, The","Arles: December, 1888",http://www.vggallery.com/painting/f_0547.jpg,Arles,1888,64.28661287627413,96.21660678904777,97.65974194934473,145.79126184621995,3
Daubigny's Garden,"Auvers-sur-Oise: July, 1890",http://www.vggallery.com/painting/f_0777.jpg,Auvers-sur-Oise,1890,62.395582969760795,110.13920264781105,160.00155558898751,155.89608244320746,2
Daubigny's Garden,"Auvers-sur-Oise: July, 1890",http://www.vggallery.com/painting/f_0776.jpg,Auvers-sur-Oise,1890,57.93733812187678,97.82955417120006,148.1743325084971,152.15579776427657,1
Daubigny's Garden,"Auvers-sur-Oise: mid-June, 1890",http://www.vggallery.com/painting/f_0765.jpg,Auvers-sur-Oise,1890,64.93159801678108,103.12381133994407,154.87868675311466,154.96618039664378,2
"De Ruijterkade in Amsterdam, The",Amsterdam: 8 October 1885,http://www.vggallery.com/painting/f_0211.jpg,Amsterdam,1885,38.17047655947307,104.52224331654398,134.45395970554048,151.08305695466873,1
Doctor Gachet's Garden in Auvers,"Auvers-sur-Oise: May, 1890",http://www.vggallery.com/painting/f_0755.jpg,Auvers-sur-Oise,1890,56.30173076923077,137.93572324414717,108.19981605351171,152.2281856187291,4
"Drinkers, The","Saint-Remy: February, 1890",http://www.vggallery.com/painting/f_0667.jpg,Saint-Remy,1890,111.95156485412957,68.31266607314066,176.09433639227504,128.7201034104917,4
Dunes,"The Hague: August, 1882",http://www.vggallery.com/painting/f_0002a.jpg,The Hague,1882,34.55323956667057,147.27446906740536,157.47564147581704,166.3249157920747,2
Dunes with Figures,"The Hague: August, 1882",http://www.vggallery.com/painting/f_0003.jpg,The Hague,1882,34.82489570140049,81.36847046255569,98.62377239233268,142.59411557620172,1
Ears of Wheat,"Auvers-sur-Oise: June, 1890",http://www.vggallery.com/painting/f_0767.jpg,Auvers-sur-Oise,1890,45.50871946612944,117.57367476706119,137.50926246537395,158.99428670360112,1
Edge of a Wheatfield with Poppies,"Paris: Spring, 1887",http://www.vggallery.com/painting/f_0310a.jpg,Paris,1887,93.9536651477634,94.96783636869789,164.5998974374002,136.7306032146049,4
Edge of a Wood,"The Hague: August, 1882",http://www.vggallery.com/painting/f_0192.jpg,The Hague,1882,53.47269110542768,73.35988917306052,90.745687695368,141.2869849389031,1
Encampment of Gypsies with Caravans,"Arles: August, 1888",http://www.vggallery.com/painting/f_0445.jpg,Arles,1888,53.6407535195154,86.53380721846888,180.7604501607717,153.63141731998988,4
Enclosed Field with Ploughman,"Saint-Remy: late August, 1889",http://www.vggallery.com/painting/f_0625.jpg,Saint-Remy,1889,30.24636527099923,128.5811309676709,126.72728707203406,155.55539980184213,3
Enclosed Field with Rising Sun,"Saint-Remy: December, 1889",http://www.vggallery.com/painting/f_0737.jpg,Saint-Remy,1889,64.09025081296886,90.73229015744229,155.29472938600728,150.29972954699122,2
Enclosed Wheat Field with Peasant,"Saint-Remy: early October, 1889",http://www.vggallery.com/painting/f_0641.jpg,Saint-Remy,1889,66.22687543493389,89.16574460681976,164.56354210160055,141.59342379958247,2
Entrance of Voyer d'Argenson Park at Asnières,"Paris: Spring, 1887",http://www.vggallery.com/painting/f_0305.jpg,Paris,1887,38.79489046034387,108.36141846921797,112.1293226566833,146.28148571824735,3
Entrance to a Quarry,"Saint-Remy: mid-July, 1889",http://www.vggallery.com/painting/f_0744.jpg,Saint-Remy,1889,59.539648722236514,99.19652313266444,92.62508307606552,144.90905046736987,5
Entrance to a Quarry near Saint-Remy,"Saint-Remy: October, 1889",http://www.vggallery.com/painting/f_0635.jpg,Saint-Remy,1889,62.82189421221614,60.89264203857481,125.41606971275905,135.31989438407638,3
Entrance to the Public Park in Arles,"Arles: September, 1888",http://www.vggallery.com/painting/f_0566.jpg,Arles,1888,48.4951391862955,113.81281227694504,166.6988472519629,158.87597073518916,1
Evening Landscape with Rising Moon,"Saint-Remy: early July, 1889",http://www.vggallery.com/painting/f_0735.jpg,Saint-Remy,1889,44.74443911792905,129.0043903803132,130.645317992969,154.0120485778204,1
Evening: The End of the Day (after Millet),"Saint-Remy: November, 1889",http://www.vggallery.com/painting/f_0649.jpg,Saint-Remy,1889,34.80952926600445,113.45182012847965,142.08543467518425,157.76370915184805,1
Evening: The Watch (after Millet),"Saint-Remy: late October, 1889",http://www.vggallery.com/painting/f_0647.jpg,Saint-Remy,1889,49.660212765957446,95.76157059961315,119.70928046421663,147.30222050290135,1
Exterior of a Restaurant at Asnieres,"Paris: Summer, 1887",http://www.vggallery.com/painting/f_0321.jpg,Paris,1887,39.19825824874385,108.12275121959145,208.83544350072506,165.96234600246152,2
Factories at Asnieres Seen from the Quai de Clichy,"Paris: Summer, 1887",http://www.vggallery.com/painting/f_0317.jpg,Paris,1887,34.89865759360525,121.26478958275028,214.31730663404724,169.3854237746493,2
Factories Seen from a Hillside in Moonlight,"Paris: first half, 1887",http://www.vggallery.com/painting/f_0266a.jpg,Paris,1887,84.88309377011836,77.33270502154213,149.65718937255485,143.34140234239587,2
"Factory at Asnieres, The","Paris: Summer, 1887",http://www.vggallery.com/painting/f_0318.jpg,Paris,1887,46.7946614410345,107.93450614823672,140.5795432738438,150.9810386312977,1
Farmers Planting Potatoes,"Nuenen: August-September, 1884",http://www.vggallery.com/painting/f_0041.jpg,Nuenen,1884,36.372357782928475,104.1745003923859,144.64608982899276,153.83083240559927,2
Farmhouse in a Wheat Field,"Arles: May, 1888",http://www.vggallery.com/painting/f_0408.jpg,Arles,1888,60.594329395933016,99.01202713815789,156.9833190041866,151.59378738038276,4
Farmhouse in Provence,"Arles: June, 1888",http://www.vggallery.com/painting/f_0565.jpg,Arles,1888,46.4557264554318,110.26447246940499,164.60131219675094,153.74583063232953,2
Farm with Stacks of Peat,"Nieuw-Amsterdam: mid November, 1883",http://www.vggallery.com/painting/f_0022.jpg,Nieuw-Amsterdam,1883,126.76931269567253,124.84302015975656,88.4557538695614,134.08635046961408,1
Farmhouse with Two Figures,"Auvers-sur-Oise: May-June, 1890",http://www.vggallery.com/painting/f_0806.jpg,Auvers-sur-Oise,1890,55.38995865788564,121.08571802672193,155.29762143549627,161.39808221620478,1
Farmhouses Among Trees,"The Hague: September, 1883",http://www.vggallery.com/painting/f_0018.jpg,The Hague,1883,37.46080388037568,96.13220155709342,121.12765076618882,146.75531697973307,1
Farmhouses in a Wheat Field Near Arles,"Arles: May, 1888",http://www.vggallery.com/painting/f_0576.jpg,Arles,1888,76.47617680551967,93.28509682708288,147.6505197816885,142.9118300972577,11
Farmhouses in Loosduinen near The Hague at Twilight,"The Hague: August, 1883",http://www.vggallery.com/painting/f_0016.jpg,The Hague,1883,21.649221891707466,115.93408770198022,138.28243111638167,153.10781884552446,1
Field of Spring Wheat at Sunrise,"Saint-Remy: May-June, 1889",http://www.vggallery.com/painting/f_0720.jpg,Saint-Remy,1889,69.52264953865733,76.72509545020681,135.27755727012408,143.04465876551066,1
"Field of Yellow Flowers, A","Arles: April, 1889",http://www.vggallery.com/painting/f_0584.jpg,Arles,1889,58.81149777124624,133.30587717090359,146.13235509040865,162.0313121635556,2
Field with Ploughman and Mill,"Saint-Remy: October, 1889",http://www.vggallery.com/painting/f_0706.jpg,Saint-Remy,1889,34.5528824348518,135.76274517604932,164.44089516610305,161.1329102844639,1
Field with Poppies,"Auvers-sur-Oise: June, 1890",http://www.vggallery.com/painting/f_0636.jpg,Auvers-sur-Oise,1890,54.62598969072165,96.10991065292096,163.0954673539519,150.01223024054983,1
Field with Poppies,"Saint-Remy: early June, 1889",http://www.vggallery.com/painting/f_0581.jpg,Saint-Remy,1889,49.10738032745907,98.9089051368579,117.49955630546182,147.6896481689789,1
Field with Two Rabbits,"Saint-Remy: December, 1889",http://www.vggallery.com/painting/f_0739.jpg,Saint-Remy,1889,34.76841052631579,157.49997192982457,173.59422105263158,173.33384210526316,3
Field with Wheat Stacks,"Auvers-sur-Oise: July, 1890",http://www.vggallery.com/painting/f_0809.jpg,Auvers-sur-Oise,1890,63.55424041186122,118.8366268080418,176.95362854996142,157.46736680379652,7
"Fields, The","Auvers-sur-Oise: July, 1890",http://www.vggallery.com/painting/f_0761.jpg,Auvers-sur-Oise,1890,45.05551763885097,106.24257211757212,185.7262831012831,160.37713471046806,2
First Steps (after Millet),"Saint-Remy: January, 1890",http://www.vggallery.com/painting/f_0668.jpg,Saint-Remy,1890,68.82946566583264,63.95370809007506,152.01479899916598,142.12614122880177,1
Fisherman on the Beach,"The Hague: August, 1882",http://www.vggallery.com/painting/f_0005.jpg,The Hague,1882,72.40820973102771,133.96868456886833,115.47101263598694,150.8324853214636,2
Fisherman's Wife on the Beach,"The Hague: August, 1882",http://www.vggallery.com/painting/f_0006.jpg,The Hague,1882,88.80572425188177,117.00926014319809,71.08860657242519,138.15157701487058,1
Fishing Boats on the Beach at Saintes-Maries,"Arles: late June, 1888",http://www.vggallery.com/painting/f_0413.jpg,Arles,1888,62.70295744680851,52.99478014184397,173.72173758865247,139.79886879432624,6
Fishing in Spring,"Paris: Spring, 1887",http://www.vggallery.com/painting/f_0354.jpg,Paris,1887,82.75202660569528,61.450401020649515,158.64772898314925,138.85491581791726,2
Flowering Garden,"Arles: July, 1888",http://www.vggallery.com/painting/f_0430.jpg,Arles,1888,62.96732044645746,121.7095600129408,134.68922678744744,152.51615577483014,1
Flowering Garden with Path,"Arles: July, 1888",http://www.vggallery.com/painting/f_0429.jpg,Arles,1888,50.3017542997543,146.16243243243244,150.08392137592136,163.58792137592138,1
Flowerpot with Chives,"Paris: March-April, 1887",http://www.vggallery.com/painting/f_0337.jpg,Paris,1887,26.220164515885592,140.83323145422986,140.65226398007698,153.2188061278394,1
Flowers in a Blue Vase,Paris: 1886-87,http://www.vggallery.com/painting/jh_add20.jpg,Paris,1887,60.78197990534683,106.08979798134506,95.55001455024428,143.93516334563722,5
Flying Fox,"Nuenen: late October-late November, 1885",http://www.vggallery.com/painting/f_0177a.jpg,Nuenen,1885,54.770776349614394,63.40407883461868,94.23901970865467,138.59071122536417,1
